;missing in:;chi2:;p_value;category;p_adj;type
4097;prkacg_mut;147.21068538937214;1.3197704936135537e-13;adgra2_mut;1.2771795621714544e-12;gene-gene
2322;fam20c_mut;134.58736297101223;1.3279397379892555e-13;foxo3_mut;1.2833077384966705e-12;gene-gene
1830;sbno1_mut;235.83606619546717;1.4344608929609764e-13;tbx3_mut;1.3843340136903789e-12;gene-gene
1752;gldc_mut;107.26654839345552;1.4632413403180644e-13;palld_mut;1.4101609992830783e-12;gene-gene
3108;stk11_mut;89.83607081610735;1.5021460820669287e-13;prkce_mut;1.44566042360904e-12;gene-gene
3838;taf4b_mut;105.0137953063678;1.5791780993343718e-13;bcas3_mut;1.5177052792364864e-12;gene-gene
1551;ptprm_mut;163.81676096018705;1.6794700884690122e-13;ros1_mut;1.611876031336949e-12;gene-gene
4344;tumor_other_histologic_subtype;315.39584730309986;1.7013462384585815e-13;ahnak_mut;1.6261704744336674e-12;clinic-gene
4490;oncotree_code;315.39584730309986;1.7013462384585815e-13;ahnak_mut;1.6261704744336674e-12;clinic-gene
4636;cancer_type_detailed;315.39584730309986;1.7013462384585815e-13;ahnak_mut;1.6261704744336674e-12;clinic-gene
1395;myo3a_mut;186.8706513318361;1.7231764164266711e-13;thada_mut;1.6447860138761135e-12;gene-gene
4065;prkacg_mut;222.928486008132;1.7840890319947328e-13;arid1a_mut;1.7006043746994814e-12;gene-gene
6219;foxo1_mut;93.87468386836557;1.8672919504616854e-13;fbxw7_mut;1.7774889452146862e-12;gene-gene
6272;nt5e_mut;380.08427923990627;1.8758157460824755e-13;syne1_mut;1.7831734173984023e-12;gene-gene
6154;foxo1_mut;189.82915055630187;1.8810922253241555e-13;stab2_mut;1.7857596981440047e-12;gene-gene
2079;kdm3a_mut;58.54680857756567;1.9351830473856803e-13;prps2_mut;1.8346165470941312e-12;gene-gene
4974;nf2_mut;158.04037712130733;2.1311686885106239e-13;usp9x_mut;2.017679624203757e-12;gene-gene
6880;tbl1xr1_mut;237.527690759352;2.136476161124188e-13;pde4dip_mut;2.0199673799424494e-12;gene-gene
1136;fanca_mut;122.02664383257878;2.2292792628717733e-13;aff2_mut;2.104861379687173e-12;gene-gene
3332;ptpn22_mut;189.25224113974085;2.2737176270255994e-13;stab2_mut;2.1439224102601704e-12;gene-gene
466;neoplasm_histologic_grade;65.24314738196462;2.286907465195231e-13;tumor_stage;2.153453161633299e-12;clinic-clinic
2881;type_of_breast_surgery;86.44602830570314;2.3980821128865023e-13;akt1_mut;2.2551009048099584e-12;clinic-gene
1960;kdm3a_mut;443.2130836834228;2.4925054013687724e-13;ahnak2_mut;2.340743983785432e-12;gene-gene
6740;nr3c1_mut;211.03766006606594;2.502792254782397e-13;notch1_mut;2.3472495951898804e-12;gene-gene
6593;ccnd3_mut;211.01280023388924;2.522356053028808e-13;ncor2_mut;2.36242650703918e-12;gene-gene
2749;sik1_mut;157.4060923902626;2.6669454866909224e-13;usp9x_mut;2.4945044331337987e-12;gene-gene
1076;fanca_mut;286.3258879920069;2.936828816338901e-13;ush2a_mut;2.7432650988983827e-12;gene-gene
5092;ldlrap1_mut;236.3736618772427;3.013753383555154e-13;pde4dip_mut;2.81136113363149e-12;gene-gene
3036;stk11_mut;180.1572372530549;3.1894327235965365e-13;runx1_mut;2.9712755253025333e-12;gene-gene
1435;myo3a_mut;124.77368622962507;3.3268012026947083e-13;lifr_mut;3.0951211722007894e-12;gene-gene
3984;hdac9_mut;105.02251315095728;3.692100018757152e-13;smarcc1_mut;3.4213133728191525e-12;gene-gene
3833;taf4b_mut;105.02251315095728;3.692100018757152e-13;casp8_mut;3.4213133728191525e-12;gene-gene
3835;taf4b_mut;105.02251315095727;3.6921000187571787e-13;smarcc1_mut;3.4213133728191525e-12;gene-gene
3357;ptpn22_mut;140.85387236732075;3.711105228511696e-13;ctcf_mut;3.434369832001486e-12;gene-gene
3475;tumor_size;189.2989607777406;3.7793427252177434e-13;col22a1_mut;3.492892542473065e-12;clinic-gene
3550;tumor_size;94.40425393546415;3.833653682804349e-13;rpgr_mut;3.5337385595981517e-12;clinic-gene
3401;ptpn22_mut;94.40425393546415;3.833653682804349e-13;rpgr_mut;3.5337385595981517e-12;gene-gene
4968;nf2_mut;158.06867922942791;3.842503969278732e-13;lamb3_mut;3.5372299385178524e-12;gene-gene
3402;ptpn22_mut;94.39450501997196;3.84966788435389e-13;foxp1_mut;3.539161777365872e-12;gene-gene
5043;nf2_mut;77.96125742580888;4.101800901933202e-13;akt2_mut;3.766003009435911e-12;gene-gene
4832;ppp2r2a_mut;145.80824129253122;4.170845981445036e-13;alk_mut;3.824370193222633e-12;gene-gene
2670;nek1_mut;75.29810794210697;4.2990780389316314e-13;prkg1_mut;3.936783520054431e-12;gene-gene
1370;myo3a_mut;313.23793535092193;4.351848018433234e-13;dnah11_mut;3.979890327852488e-12;gene-gene
1564;ptprm_mut;152.40863730806427;4.665663717089544e-13;rb1_mut;4.261306194941784e-12;gene-gene
1140;fanca_mut;121.95954033786428;4.78280004254351e-13;l1cam_mut;4.362587976142494e-12;gene-gene
5226;clrn2_mut;505.3534842634497;4.957655949439254e-13;muc16_mut;4.516185413133255e-12;gene-gene
312;primary_tumor_laterality;520.506616022177;5.276946911831884e-13;nottingham_prognostic_index;4.800784905334554e-12;clinic-clinic
3309;ptpn22_mut;284.1729991639752;5.288562413828141e-13;ush2a_mut;4.805095654800679e-12;gene-gene
3186;sik2_mut;180.14741383266792;5.477056502383699e-13;nf1_mut;4.96344925838585e-12;gene-gene
3037;stk11_mut;180.14741383266792;5.477056502383699e-13;nf1_mut;4.96344925838585e-12;gene-gene
3785;taf4b_mut;156.8262931702017;5.93716161638568e-13;lamb3_mut;5.373438887783257e-12;gene-gene
985;myo1a_mut;119.42021333883295;6.167683031155688e-13;cacna2d3_mut;5.574851402158447e-12;gene-gene
3162;sik2_mut;270.56201800834117;6.367131801382374e-13;dnah5_mut;5.747693785046337e-12;gene-gene
5970;magea8_mut;561.6024196290518;6.52766978653148e-13;tp53_mut;5.8850101675478e-12;gene-gene
3688;flt3_mut;99.46422224255832;6.695300308872255e-13;dcaf4l2_mut;6.028358667279696e-12;gene-gene
3694;flt3_mut;99.42722462285006;6.799267793736293e-13;nrg3_mut;6.114090614521941e-12;gene-gene
4966;nf2_mut;158.09713515335358;6.859050018129814e-13;map2k4_mut;6.152013154900428e-12;gene-gene
5264;clrn2_mut;158.09713515335352;6.859050018130004e-13;map2k4_mut;6.152013154900428e-12;gene-gene
4973;nf2_mut;158.04037712130736;6.995759480413769e-13;ptprd_mut;6.266586088416795e-12;gene-gene
4780;ppp2r2a_mut;438.57314509470586;7.075725354287209e-13;ahnak2_mut;6.330101542945547e-12;gene-gene
780;ep300_mut;270.15288359842157;7.132008562547415e-13;dnah5_mut;6.372294606971712e-12;gene-gene
4190;large1_mut;319.68537530340814;7.20154726904102e-13;pik3ca_mut;6.426208271876068e-12;gene-gene
4124;prkacg_mut;111.26891195937547;7.441078847288536e-13;egfr_mut;6.631481875765945e-12;gene-gene
4829;ppp2r2a_mut;145.83908100884227;7.71140421639641e-13;afdn_mut;6.863640924835887e-12;gene-gene
4700;cancer_type_detailed;126.23205094887467;7.863816900696715e-13;arid2_mut;6.972650848371566e-12;clinic-gene
4554;oncotree_code;126.23205094887467;7.863816900696715e-13;arid2_mut;6.972650848371566e-12;clinic-gene
4408;tumor_other_histologic_subtype;126.23205094887467;7.863816900696715e-13;arid2_mut;6.972650848371566e-12;clinic-gene
3979;hdac9_mut;105.0399766778518;8.390827836925161e-13;agmo_mut;7.43050875749e-12;gene-gene
2748;sik1_mut;157.4060923902626;8.720211521484923e-13;ptprd_mut;7.71241998741964e-12;gene-gene
2957;type_of_breast_surgery;85.72997133932311;9.10635008323626e-13;prkcz_mut;8.043750699313748e-12;clinic-gene
2959;type_of_breast_surgery;85.71916753164356;9.149490893769248e-13;prkce_mut;8.07165314075325e-12;clinic-gene
2730;sik1_mut;196.00597270554528;9.189228341586085e-13;col12a1_mut;8.096486560234802e-12;gene-gene
3398;ptpn22_mut;94.42378279747929;9.49533185508678e-13;ttyh1_mut;8.345142600187589e-12;gene-gene
3547;tumor_size;94.42378279747929;9.49533185508678e-13;ttyh1_mut;8.345142600187589e-12;clinic-gene
6892;tbl1xr1_mut;195.85879414130466;9.627546733467545e-13;col12a1_mut;8.45071218928866e-12;gene-gene
2813;sik1_mut;78.50434978183618;9.853784325596342e-13;gpr32_mut;8.63844304679318e-12;gene-gene
2319;fam20c_mut;134.64095829863552;9.896357883036597e-13;kdm6a_mut;8.664893800598585e-12;gene-gene
786;ep300_mut;218.73518701091024;1.0186930116128e-12;utrn_mut;8.908145271762996e-12;gene-gene
3099;stk11_mut;89.8977974552901;1.0363765954335718e-12;fbxw7_mut;9.040153897995532e-12;gene-gene
3248;sik2_mut;89.89779745529009;1.0363765954335796e-12;fbxw7_mut;9.040153897995532e-12;gene-gene
1472;myo3a_mut;82.93176411777809;1.1353669265164639e-12;gh1_mut;9.891282687743807e-12;gene-gene
5116;ldlrap1_mut;158.0743580689098;1.2340935256394805e-12;ros1_mut;1.0737996841398569e-11;gene-gene
6151;foxo1_mut;189.8384298874849;1.4657105688737467e-12;atr_mut;1.2737462369055805e-11;gene-gene
3689;flt3_mut;99.45495809362765;1.576602333757615e-12;bcas3_mut;1.368412485212976e-11;gene-gene
3693;flt3_mut;99.43645929942534;1.5886525438854683e-12;brip1_mut;1.3771607101895494e-11;gene-gene
6737;nr3c1_mut;211.04598336350202;1.6633345692253077e-12;col6a3_mut;1.4401138333552941e-11;gene-gene
6739;nr3c1_mut;211.03766006606597;1.667548198508615e-12;lama2_mut;1.441975156309368e-11;gene-gene
1747;gldc_mut;107.28361463064783;1.675828999095258e-12;zfp36l1_mut;1.4473445261654596e-11;gene-gene
2704;sik1_mut;434.53656912111035;1.734968129816505e-12;ahnak2_mut;1.496570657163941e-11;gene-gene
3478;tumor_size;189.2708983088074;1.7559027083207665e-12;atr_mut;1.5127610632598268e-11;clinic-gene
2318;fam20c_mut;134.6409582986356;1.8936913407615765e-12;taf1_mut;1.6294607632883173e-11;gene-gene
1976;kdm3a_mut;236.02717853220642;1.9147028708856912e-12;tg_mut;1.6455140170822047e-11;gene-gene
3915;hdac9_mut;210.53154781012455;1.9446450777520305e-12;col6a3_mut;1.669193508384943e-11;gene-gene
2795;sik1_mut;96.80009124466014;2.0248404493767105e-12;dcaf4l2_mut;1.7358969594840585e-11;gene-gene
3549;tumor_size;94.4140131891488;2.3083562533094155e-12;map3k13_mut;1.9741107884789332e-11;clinic-gene
3400;ptpn22_mut;94.4140131891488;2.3083562533094155e-12;map3k13_mut;1.9741107884789332e-11;gene-gene
2956;type_of_breast_surgery;85.72997133932311;2.4151372521097215e-12;clk3_mut;2.0629051320893182e-11;clinic-gene
4927;nf2_mut;554.9875125590453;2.4213652660988002e-12;tp53_mut;2.0656995255472916e-11;gene-gene
3244;sik2_mut;89.91846041770724;2.5898335558219477e-12;gps2_mut;2.2067276895765788e-11;gene-gene
3103;stk11_mut;89.8771782935352;2.6355716076809673e-12;rpgr_mut;2.242964533844935e-11;gene-gene
2591;nek1_mut;175.0825821457434;2.8889786810547635e-12;nf1_mut;2.455631878896549e-11;gene-gene
1115;fanca_mut;141.696167845211;3.3793110997947735e-12;afdn_mut;2.8689242593275922e-11;gene-gene
2312;fam20c_mut;134.70827679782906;3.490563118507022e-12;pik3r1_mut;2.959777246238903e-11;gene-gene
3683;flt3_mut;99.47349624696658;3.575678164099894e-12;smad4_mut;3.028274343341328e-11;gene-gene
3685;flt3_mut;99.46422224255832;3.589191278334722e-12;prkcq_mut;3.036038675753596e-11;gene-gene
3615;flt3_mut;214.49964273076972;3.627955231447398e-12;utrn_mut;3.065117678612209e-11;gene-gene
6153;foxo1_mut;189.83378768378304;3.933625164558376e-12;ncor1_mut;3.319352539223354e-11;gene-gene
2173;er_status_measured_by_ihc;125.54848686370536;3.958416341186374e-12;foxo3_mut;3.336243061021616e-11;clinic-gene
3977;hdac9_mut;105.05747742057348;4.071074620153578e-12;smarcc2_mut;3.427060044700367e-11;gene-gene
2560;nek1_mut;303.0558665957069;4.226690744497803e-12;ahnak_mut;3.5537771638755894e-11;gene-gene
3034;stk11_mut;180.21640335419374;4.255538075249694e-12;stab2_mut;3.573731313914617e-11;gene-gene
3331;ptpn22_mut;189.26156462110973;4.705583343203029e-12;ncor1_mut;3.9421955418416746e-11;gene-gene
3480;tumor_size;189.26156462110973;4.705583343203029e-12;ncor1_mut;3.9421955418416746e-11;clinic-gene
3455;tumor_size;284.47315181202595;4.739862576482211e-12;cdh1_mut;3.966158062500744e-11;clinic-gene
1882;sbno1_mut;117.59748660390028;5.187812250891408e-12;lifr_mut;4.3357947604040994e-11;gene-gene
3545;tumor_size;94.42378279747929;5.405685006700871e-12;nrg3_mut;4.512487591615171e-11;clinic-gene
1717;gldc_mut;133.417892507953;5.562131227313135e-12;pik3r1_mut;4.637543065064066e-11;gene-gene
4695;cancer_type_detailed;126.25359870604667;5.887552666740027e-12;brca1_mut;4.891359153687582e-11;clinic-gene
4403;tumor_other_histologic_subtype;126.25359870604667;5.887552666740027e-12;brca1_mut;4.891359153687582e-11;clinic-gene
4549;oncotree_code;126.25359870604667;5.887552666740027e-12;brca1_mut;4.891359153687582e-11;clinic-gene
6738;nr3c1_mut;211.04181941298714;6.4952616487363266e-12;arid1a_mut;5.389832914456142e-11;gene-gene
5561;dtwd2_mut;172.51519242433142;6.648757859540856e-12;nf1_mut;5.4976178893033506e-11;gene-gene
5710;ctnna1_mut;172.5151924243314;6.648757859540953e-12;nf1_mut;5.4976178893033506e-11;gene-gene
5859;agtr2_mut;172.51519242433136;6.648757859541049e-12;nf1_mut;5.4976178893033506e-11;gene-gene
1173;fanca_mut;81.11869964994675;6.7927082856458834e-12;prkce_mut;5.610006240166406e-11;gene-gene
2601;nek1_mut;151.08137984839547;7.681328314938218e-12;setd2_mut;6.328943506659591e-11;gene-gene
2599;nek1_mut;151.08137984839547;7.681328314938218e-12;ptprd_mut;6.328943506659591e-11;gene-gene
4260;large1_mut;118.31240369799691;7.873274356987669e-12;brca2_mut;6.479454408983845e-11;gene-gene
2815;sik1_mut;78.50434978183615;7.953800095110827e-12;chek2_mut;6.538023678181099e-11;gene-gene
3827;taf4b_mut;105.05747742057348;8.708007448019738e-12;map3k10_mut;7.141179347337368e-11;gene-gene
3975;hdac9_mut;105.05747742057346;8.708007448019805e-12;egfr_mut;7.141179347337368e-11;gene-gene
1521;ptprm_mut;266.53584355677054;9.029938694187491e-12;dnah2_mut;7.396504297337397e-11;gene-gene
3012;stk11_mut;270.59044552926173;9.477793250638406e-12;ryr2_mut;7.754255438197956e-11;gene-gene
6735;nr3c1_mut;211.06687243822708;1.0034337142997652e-11;utrn_mut;8.199989896856678e-11;gene-gene
3637;flt3_mut;148.49454871787287;1.0571156052781342e-11;arid1b_mut;8.628582633269069e-11;gene-gene
5847;agtr2_mut;172.6407870224161;1.0618890041611978e-11;cbfb_mut;8.657431122607105e-11;gene-gene
5559;dtwd2_mut;172.53071188776084;1.1000370180300944e-11;myh9_mut;8.9579937587136e-11;gene-gene
4208;large1_mut;237.0440089914922;1.146351752146991e-11;akap9_mut;9.324283692958122e-11;gene-gene
3913;hdac9_mut;210.57352532508096;1.1603564312682375e-11;utrn_mut;9.427221378222296e-11;gene-gene
3395;ptpn22_mut;94.43356277694387;1.2315348186114574e-11;brip1_mut;9.993883597721548e-11;gene-gene
2593;nek1_mut;151.15318264780615;1.3091192451144096e-11;ros1_mut;1.0611155644564246e-10;gene-gene
1513;ptprm_mut;425.15349796429746;1.3409830395083605e-11;ahnak2_mut;1.0856834874907201e-10;gene-gene
1533;ptprm_mut;203.8108165067507;1.464149914822429e-11;col6a3_mut;1.1840295665352213e-10;gene-gene
2515;npnt_mut;72.41049333805111;1.5150056827877726e-11;gpr32_mut;1.2237392723281118e-10;gene-gene
849;ep300_mut;103.57482673936588;1.5578724180846267e-11;map3k10_mut;1.2569116149142363e-10;gene-gene
1579;ptprm_mut;101.64023643847794;1.5755926736859333e-11;usp28_mut;1.2697423311468992e-10;gene-gene
3942;hdac9_mut;138.98037669968696;1.5922702248496314e-11;setd1a_mut;1.2817041544958956e-10;gene-gene
3152;sik2_mut;361.3233014946967;1.6051332537984815e-11;syne1_mut;1.290571466546604e-10;gene-gene
1450;myo3a_mut;95.68788228925709;1.6563681577033144e-11;smad4_mut;1.3302349790658687e-10;gene-gene
1595;ptprm_mut;101.47522072568107;1.681505098696262e-11;smarcc2_mut;1.348872115337633e-10;gene-gene
3674;flt3_mut;99.5106911345826;1.7099475636905282e-11;jak1_mut;1.3701150948974452e-10;gene-gene
6003;magea8_mut;172.56190371573734;1.7971661057762988e-11;thada_mut;1.4383504674752577e-10;gene-gene
5835;agtr2_mut;258.03930603303854;1.92574249319454e-11;dnah5_mut;1.5394923112071227e-10;gene-gene
1880;sbno1_mut;117.61305361305361;2.0002205993384425e-11;arid2_mut;1.5972047231517368e-10;gene-gene
646;cellularity;176.88813023549864;2.0045235539633387e-11;col22a1_mut;1.5988134784865125e-10;clinic-gene
2309;fam20c_mut;134.72178397570815;2.172861321167135e-11;alk_mut;1.7311039966926763e-10;gene-gene
1999;kdm3a_mut;146.33102517777317;2.2072875372069206e-11;lamb3_mut;1.7565282485722954e-10;gene-gene
948;myo1a_mut;171.90322855506452;2.2151294247327623e-11;thada_mut;1.7607632867585679e-10;gene-gene
506;neoplasm_histologic_grade;167.09466714790182;2.2911083949201175e-11;runx1_mut;1.819087994921234e-10;clinic-gene
1411;myo3a_mut;137.71706829789363;2.4704032396513386e-11;setd1a_mut;1.9575847331583728e-10;gene-gene
2571;nek1_mut;227.05426295337173;2.471146034987383e-11;tg_mut;1.9575847331583728e-10;gene-gene
1672;gldc_mut;269.6970430021962;2.5055709706630464e-11;ush2a_mut;1.982607516650363e-10;gene-gene
4820;ppp2r2a_mut;145.8887722330423;2.5641986258310887e-11;arid1b_mut;2.0244130845968462e-10;gene-gene
4819;ppp2r2a_mut;145.88877223304226;2.5641986258311274e-11;lamb3_mut;2.0244130845968462e-10;gene-gene
1192;mutation_count;61.15581945957614;2.620321676853999e-11;pam50_+_claudin-low_subtype;2.066386857356534e-10;clinic-clinic
3536;tumor_size;94.46296510755113;2.712082041069419e-11;prkcq_mut;2.1339321194765947e-10;clinic-gene
3387;ptpn22_mut;94.46296510755111;2.7120820410694377e-11;prkcq_mut;2.1339321194765947e-10;gene-gene
4118;prkacg_mut;111.29358600863402;2.826357472300479e-11;l1cam_mut;2.2213452934717038e-10;gene-gene
843;ep300_mut;103.655326788902;3.1421746915072934e-11;pbrm1_mut;2.466783659501288e-10;gene-gene
2663;nek1_mut;75.33530259336811;3.175101947004814e-11;gh1_mut;2.489835836556974e-10;gene-gene
3092;stk11_mut;89.93916732050171;3.4005158759692075e-11;dcaf4l2_mut;2.660627595229211e-10;gene-gene
3241;sik2_mut;89.93916732050171;3.4005158759692075e-11;dcaf4l2_mut;2.660627595229211e-10;gene-gene
6506;braf_mut;93.89217422937206;3.410892741706554e-11;casp8_mut;2.6657614749780417e-10;gene-gene
3098;stk11_mut;89.89779745529009;3.45838635467591e-11;nrg3_mut;2.6968465915313153e-10;gene-gene
3247;sik2_mut;89.89779745529009;3.45838635467591e-11;nrg3_mut;2.6968465915313153e-10;gene-gene
1593;ptprm_mut;101.47522072568107;3.536666151820921e-11;egfr_mut;2.754814537655828e-10;gene-gene
3825;taf4b_mut;105.06624178506549;3.7348658557236036e-11;arid5b_mut;2.9059585449822733e-10;gene-gene
4692;cancer_type_detailed;126.27521582295209;3.8811150650186435e-11;taf1_mut;3.009694890042759e-10;clinic-gene
4546;oncotree_code;126.27521582295209;3.8811150650186435e-11;taf1_mut;3.009694890042759e-10;clinic-gene
4400;tumor_other_histologic_subtype;126.27521582295209;3.8811150650186435e-11;taf1_mut;3.009694890042759e-10;clinic-gene
1966;kdm3a_mut;295.5543444409841;3.953035420697159e-11;dnah11_mut;3.062068568116525e-10;gene-gene
4817;ppp2r2a_mut;145.92004867273073;4.3993311031416384e-11;map2k4_mut;3.404000710703281e-10;gene-gene
6005;magea8_mut;172.55148370103328;4.7992724194863424e-11;stab2_mut;3.7093491587335255e-10;gene-gene
2808;sik1_mut;78.52812188074597;5.300227999340627e-11;clk3_mut;4.0920102797119296e-10;gene-gene
4115;prkacg_mut;111.31833918365186;5.502543786178267e-11;lifr_mut;4.2435180390758885e-10;gene-gene
4785;ppp2r2a_mut;292.1736580985656;6.505317218972204e-11;ahnak_mut;5.01131768566249e-10;gene-gene
4543;oncotree_code;126.29690263502216;7.051011466384386e-11;ctcf_mut;5.413782100618428e-10;clinic-gene
4689;cancer_type_detailed;126.29690263502216;7.051011466384386e-11;ctcf_mut;5.413782100618428e-10;clinic-gene
4397;tumor_other_histologic_subtype;126.29690263502216;7.051011466384386e-11;ctcf_mut;5.413782100618428e-10;clinic-gene
880;ep300_mut;68.83584423303384;7.435668369716044e-11;acvrl1_mut;5.702855642064325e-10;gene-gene
3677;flt3_mut;99.50137755057645;7.611722593273104e-11;egfr_mut;5.831480894649032e-10;gene-gene
5999;magea8_mut;172.5775765832485;7.680838769620738e-11;col22a1_mut;5.871555851569021e-10;gene-gene
5552;dtwd2_mut;172.57757658324846;7.680838769620846e-11;col22a1_mut;5.871555851569021e-10;gene-gene
479;neoplasm_histologic_grade;258.31279056064824;7.867203761339513e-11;dnah2_mut;6.007448380380237e-10;clinic-gene
2424;npnt_mut;203.9411761372097;7.997568156657072e-11;utrn_mut;6.100328461851852e-10;gene-gene
1841;sbno1_mut;176.8613485280152;8.42809840552505e-11;atr_mut;6.421714673871704e-10;gene-gene
2166;er_status_measured_by_ihc;125.6502836117647;8.855522715948384e-11;ctcf_mut;6.740036733805159e-10;clinic-gene
1821;sbno1_mut;264.775360160771;8.933468470004495e-11;ush2a_mut;6.791963460274364e-10;gene-gene
1007;myo1a_mut;91.47810814937833;8.960822547150939e-11;palld_mut;6.805355123580827e-10;gene-gene
1105;fanca_mut;141.87125211318562;9.908683102916268e-11;lamb3_mut;7.517043305111397e-10;gene-gene
